listing_id,comments,keywords,sentiment
17388607,"Absolutely gorgeous property.  The outdoor showers, hot tub, fire pit were the best.  The airstream also super cute.  The dock is not accessible right now due to how low the water is, the stair handles move when you walk down and arenÃ¢?Ât secure, super dangerous.  Other problem we had was the actual house has strange layout and not very comfortable.  For that price I was not expecting that.  Maybe this is more of an event space and not a rental?  Two king beds side by side was strange.  Maybe summertime makes more sense and you are outside more.  Consider the wierd bed layout before booking if booking with couples.  It says it sleeps 10 but definitely not.","stair, accessible, tub",Neutral
17388607,"We stayed 3 nights and 4 days - check in was 4th of July, and we stayed with our 3 children (6 y/o girl, 12 & 13 y/o boys). It was one of the best mini vacations weÃ¢?Âve had - the added airstream was a thoughtful addition and provided a nice separate space for our boys to Ã¢?Âcamp out.Ã¢?Â <br/>The main home has two sleeping spaces upstairs (the primary bedroom has 2 king beds and the separate sleeping area has a pull out queen with an air mattress). It was perfect for my husband, me and our 6 y/o. <br/>We really enjoyed the showers (especially the outdoor showers). The shampoo, conditioner and body wash smelled great! The towels were fluffy and absorbent. The kitchen had an automatic espresso machine that can make a cappuccino, espresso, coffee or macchiato. <br/>Our favorite parts - the views were BREATHTAKING. The pool/hot tub were used daily, dock and kayaks were fun and the stairs down to the dock was definitely a great exercise. We also enjoyed the grill and the carport with plenty of seating.","stair, tub",Negative
17591664,"House just as expected from pictures and detailed write up. Spacious, spotlessly clean, well appointed with everything needed for a great stay. <br/>Steph and Thep sent detailed instructions about entry and systems before arrival and left a book with all house and local recommendations.<br/>We will definitely book this house again for return visits!","step, spacious",Neutral
17591664,"This house was great! Spacious and clean, with a nice private hangout spot out back. Perfect for more than one couple or a family. Steph and Thep were very responsive and understanding when we accidentally set the alarm off while checking in haha. Loved being 10 minutes from downtown Austin but also able to come back to a quiet neighborhood. We were a little rushed in the morning and really appreciated the simple check out. Would recommend!","step, spacious",Neutral
18161681,House is super cute and spacious and clean and well-equipped. Location is great. Stephanie was excellent at communication.,"step, spacious",Neutral
18161681,We loved our stay for my girlfriend's bachelorette party! Stephanie was so accommodating and easy to communicate with. The beds were so comfortable and we were all talking about wanting to know the material of the sheets. The location is close enough for a quick Uber downtown to great dinner spots. We would definitely stay again if we came back to Austin with a big group :),"step, big",Neutral
18161681,"We had a wonderful stay at Stephanie's place.The house was spacious, clean and well equipped. It's located in a great neighborhood with lots of restaurants and bars within walking distance or a very short drive. Stephanie was very helpful and had lots of great local recommendations.","step, spacious",Neutral
19017960,"Kim & her property are hands down the best AirBnB I have ever stayed at. The house is set up perfectly for a large group and never felt too cramped with our group of 14. The outdoor space was magical and even though we had things planned around town we never wanted to leave the house!! Kim is responsive, helpful and you can tell she truly cares about guest's experiences. We accidentally had our groceries delivered too early and she brought them inside and put away for us without us even realizing! I will stay at Kim's property every time I need an Airbnb in the Austin area, it's just too perfect! <br/>P.S. the Lake Travis water levels are very low so we were worried about dock access but the dock is still fully accessible by boat and was just a bit of a longer walk from the house but worked out so well with our boat rental company!!","ramp, accessible, large",Neutral
18255361,"Easy eastside spot to get in and out of. Would be cramped for more than 2 adults, but great for a family!",ramp,Neutral
19035001,"The house was beautiful and spacious-perfect for our group of 2 families. The kitchen was well stocked with all we needed to make dinner.  It was a lot of fun cooking in the gorgeous kitchen! The patio overlooking the pool had plenty of seating to enjoy meals while the kids played in the pool.  There are many seating areas throughout the house to enjoy coffee in the morning or a drink in the evening. ItÃ¢?Âs perfectly decorated to feel modern, yet comfortable, with beautiful light fixtures and stylish furniture. The primary bedroom is awesome!  All the bedrooms upstairs were super cute and comfortable and were perfect for our group.  The laundry room was spacious and all appliances were new and worked perfectly.  <br/>We loved just hanging out on the beautiful patios overlooking the hills and trees. <br/>The owners were so responsive and gave clear instructions for check in and check out. We would love to stay here every time we come to Austin!!","stair, spacious",Neutral
18269784,Just as described! Great hot water and bathtub. Convenient streaming services on the TV. Got a good nights rest at StephenÃ¢?Âs place.,"step, tub",Neutral
19086489,"This is a small backyard house that appears to have been recntly built or renovated--everything is pretty new and very clean. My wife and I found it a bit cramped for our two-night stay. The kitchen is well-equipped for breakfast and lunch,  but it would be a stretch to try to cook a real dinner.  It's in an attractive neighborhood of smallish houses  that feels diverse, interesting, and very comfortable.",ramp,Neutral
19086489,"Kitty was very helpful after our initial rental fell through last minute due to issues out of our control. The rental was very clean and cozy without feeling cramped. The water pressure in the shower was great and the water got appropriately hot. The bed was one of the most comfy ones I've had at a BnB and the A/C worked great - there is no ceiling fan if you're looking for that white noise, though. Kitchen was stocked well enough for our needs. The neighborhood was very quiet, yet close enough to everything we wanted. We wouldn't hesitate stay here again!",ramp,Neutral
18270230,Great stay at AbeÃ¢?Âs place in Austin. Perfect for a big group. We had 10 guys and had more than enough room. We especially enjoyed the large island in the kitchen where we could all sit around for meals.<br/>Not located in the best area of town but very easy and accessible to get everywhere we wanted to go.<br/>Overall definitely would recommend for big groups visiting Austin.,"accessible, large, big",Neutral
18270230,We had a great time staying here for a bachelor party. The house was well maintained and easily accommodated our larger group. It was accessible to everything that we wanted to do around Austin.,"accessible, large",Neutral
18288929,"Great location in a walkable neighborhood Ã¢?Â even felt safe at night. Next to campus, but also a mile walk to St. David's hospital. Bed was comfy and everything was perfectly clean (though a bit cluttered). Christopher is a super nice guy and kept in touch throughout our stay to make sure we could get in and had what we needed. <br/>Small thing.... the apartment is on the 2nd floor with a floor above. You will hear every footstep overhead. (The first night it woke us up with a scare because we thought someone was in the apartment(!), but it was easy to get used to.) Perhaps I missed it in the description but the only way up is a series of two steep flights of stairs (the elevator is out of order). We are pretty fit 60+ year olds and did fine though we would have used the elevator to get the suitcases up if we had the option. If accessibility is an issue for you, this is NOT your place. <br/>We were in town for a family medical emergency, and all in all, it met our needs.","elevator, stair, step",Negative
18288929,"I stayed at ChristopherÃ¢?Âs place for a business trip in Austin. The place is exactly as it appears in photos and is extremely cozy. <br/>The apartment is well stocked with appliances and the two bed two bath setup is perfect if traveling with a colleague or possibly another couple for a personal trip. <br/>While I would rate the place and ChrisÃ¢?Â hospitality 5 stars, I have to rate the overall experience at 3 stars. This is due to the extremely thin walls that the apartment is built with. You can hear every footstep, chair movements, even clicking of a computer mouse sometimes, through the ceiling. Unfortunately during my stay the upstairs was active well into the early morning hours which did disrupt some sleep. <br/>If you are a heavy sleeper or live in an apartment with this sort of noise, it shouldnÃ¢?Ât be a problem. Otherwise, you might need to bring earplugs.","stair, step",Neutral
18288929,"Apartment was wonderful, clean and fully stocked. Area is great and quiet. Our only inconvenience was elevator permanently closed.",elevator,Negative
18326728,"JD's room was precisely what we needed for an easy and affordable weekend in Austin! Although it's a room inside a shared space, guests have the entire upstairs to themselves, which adds a level of privacy that is often a concern for many. My wife and I had a fantastic time there. The house is conveniently close to the main downtown area, easily accessible by Uber or scooters. JD ensured that we had everything necessary for a pleasant stay. If we return to Austin, we would definitely consider staying there again!","stair, accessible",Neutral
19179509,"Very comfortable! Cozy, nicely decorated, lovely bed/pillows (slept so well), ez Uber/bus to everything! (Be sure youÃ¢?Âre ok with steps) Was so nice to have a place to land and come and go as we pleased. The road outside can be a little noisy at busy times, but Sarah provides an optional fan (in the closet) that drowns it out pretty well. Great communication for any needs. (Be aware the home is on a hillside and are many steps up the stairs up the deck to the door) Overall a lovely stay! Thanks Sarah!","stair, step",Negative
18405855,"This place was perfect! Our kids loved the swing set and trampoline out back, and the house was exactly what we needed while visiting family in Austin. Would absolutely recommend!",ramp,Neutral
18405855,"Super cute, great for kids, & close to lots of restaurants. My kids loved the play set and trampoline out back",ramp,Neutral
18405855,"One of the best AirBnbÃ¢?Âs I have stayed at . Great location and space. The kids really loved it . The toys at the house were great occupying the kids time. The tv was set up with Netflix and Disney plus. The ac was powerful and the backyard was great to relax in. The kids also enjoyed the swing set , the swings and trampoline. The parking was easy and the location was in very close proximity to great food places. There was also a drum set and a piano. I would book again next time I am in Austin.",ramp,Neutral
19181658,Fabulous two night stay in Austin! Location is accessible and private at the same time. The space is exactly as described in the listing. Found it to be spacious and cozy at the same time. Would definitely stay here again!,"accessible, spacious",Neutral
18489403,"Pros: We went with a large group so it was great for that. There were plenty of beds and bathrooms for everyone and plenty of space. Location was great, it was close to everything we wanted to do while we were there. It was peaceful and a pretty surrounding. Check in was easy with a door code. Had plenty of silverware and plates etc for us. Everything was clean when we arrived<br/>Cons: Arrived and the pool man was there, the pool was almost fully drained and we were told it would be ready the next day. None of the tv's worked and we had to call and have them come out to fix them and by the second to last day the volume on the livingroom tv wouldn't work. The garbage disposal backed up every time we used the kitchen sink and when I text to let them know they never responded. There were no curtains in the upstairs room windows and no AC- only fans. There was a metal drain covering next to the pool with rusty holes so we had to cover it using a doormat.","stair, large",Neutral
19243254,"The place itself is great and so is the location. The big issue is noise. There's a dehumidifier that is very loud and it says not to turn it off, so it runs 24/7. It's a constant loud droning sound that never stops. Additionally, you can hear every step the people upstairs take and anything that they do. There was not one second of quiet while staying here.","stair, step, big",Neutral
18594935,"First off, Jason was great.  The place is not the easiest to find, but he provided excellent directions.   The unit is on the third story with stairs.  We had an issue with the cleanliness when we arrived, but Jason was very responsive and had someone there within an hour to rectify the situation.  The space is large and spacious.","stair, large, spacious",Negative
18594935,"We stayed here while in Austin for a conference and we loved how we could walk to so many places. The apartment was free of clutter, felt spacious, and secure. We liked the natural light in the main space. If you like a dark and quiet place to sleep, this might not be a great fit due to street noise. We had a great stay with only a few minor details that didnÃ¢?Ât make it absolutely perfect. The water felt like it never got hot, a shower rod was broken, and it looks like the humidity has worn down the bathroomsÃ¢?Â cabinetry. The host was a very responsive, friendly, and proactive messenger. Some travelers might want to know there are 2-3 flights of outdoor stairs (depending on the entrance you use) to reach this unit.","stair, spacious",Neutral
19766891,"Honestly would stay here again in a heart beat and or recommend to anyone <br/>It was nice quiet neighborhood, everything was super clean in the house the pool was honestly a bonus as well . Enough space for you and your family without feeling cramped . Most importantly Kim was so sweet and responsive from the very beginning didnÃ¢?Ât matter the time I texted her or how many questions I had she was just a text away . Also she leaves enough instructions around the house for things you wouldnÃ¢?Ât even need to worry ! Check in is also super easy the whole experience was a breeze.",ramp,Neutral
20172684,"We absolutely loved staying at Stephanie's AirBnB. This place is a gem in Austin. The surrounding area feels safe, yet a close drive to great restaurants , a grocery store, and a vibrant city. The place is spotless and decorated excellently. Stephanie is thoughtful to include everything you could need - bug spray, sunscreen, washer/dryer, umbrella, water filter, you name it, this place will have it for you. If you are going to Austin for a big event you should absolutely book this place before someone else does!","step, big",Neutral
20172684,"Our stay at Stephanie's was great! Location is walkable to coffee shop, restaurants, and bars. Not a lot of living room space if you're a larger group but great porch for hanging outside!","step, large",Neutral
20194856,Really cute and so fun.  I was super comfortable but my 6Ã¢?Â2Ã¢?Â father was a little cramped! We expected that though- just be aware! Beds were cozy and it was beautifully set up. We also LOVED the local recommendations.,ramp,Neutral
20281822,"This is a great place to stay, it is very close to downtown and has many local business at walking distance, my favorite was a coffee that was open 24 hours. The appartment is spacious, it has everything you may need, the beds are very comfy. I really don't have any complains. I and my companions were pleased. I traveled with a person in wheelchair and the space was enough for him to move around independely which is very appreciated.","wheelchair, spacious",Positive
20306290,JennyÃ¢?Âs Studio was just the perfect location for our trip. It was close enough from downtown to be accessible but far enough that it was quiet. The neighborhood was very cute and we felt extremely safe! The studio it self had all of the necessary appliances and was super spacious for 2 people. Jenny was responsive to all of our messages and made it a great stay!,"accessible, spacious",Neutral
20422907,"I wish there was a 10 star option! I would give Don 10 stars! First of all, he is a darling of a person! The home was very lovely. My room was very nice and comfortable and had anything I would need. Was in the option to be able to use the pool and hot tub, I didnÃ¢?Ât get to since I arrived so late, but rest assured, I will be staying here again! And as you may see on the other reviews, he offers a breakfast! Because I had a long day, I wanted to sleep in, and he said just let me know what time you want breakfast ready! I strolled down the stairs at 10:30 and was presented with a beautiful breakfast spread! He really went all out, it was a wonderful experience! I felt like a queen. The view of his backyard is beautiful while eating your delicious breakfast! I will keep him #1 on my Austin list! Thanks a million Don, look forward to seeing you again!","stair, tub",Neutral
20956567,"Perfect place to stay. It felt like someone lived there, which I mean in only the most positive way. It was comfortable and great location. So cute but not cramped!",ramp,Neutral
20587024,"Everything about our stay was ideal. The location is so wonderful - walking distance from Barton Springs Pool and Zilker Park just can't be beat, as well as within quick minutes to great places to eat. We had our pup with us and so we were beyond grateful for the doggy door going out to the yard, which we really came to love in the month we spent here. The twinkle lights, the hammock, how peaceful it was in the evening - just wow. We loved the spacious primary bedroom, and the second bedroom was perfect for me to work online throughout the day. The internet never gave me a problem! The shower and upstairs bathroom are heavenly, plenty of closest space, everything so thoughtfully decorated. The fireplace was wonderful on cold nights. The garage was very helpful to have for our long-term stay. I really can't say enough about how great it was. Rose and Ari are very responsive, friendly, and flexible.  I would be happy to live there forever! We are so grateful to yall! Thank you so much!","stair, spacious",Neutral
20587024,"Perfect location, 5 minute walk to Barton Springs.  Unit was very cute and spacious.  Backyard had a nice sitting area that we enjoyed.  Beds were very comfy and bathroom upstairs was large with modern updates. <br/>Overall we really enjoyed our stay, but there are a few downsides to the unit. The upstairs gets hot even though we had the thermostat set at 70.  (note, we went in the summer.)  If you close the bedroom doors, like we did, it didn't feel like the A/C was getting into the rooms.  Luckily floor and ceiling fans come with the unit which was helpful.   The unit is also a little too dark for my liking, although it does have some large windows in the living room and kitchen which brings in some light.","stair, large, spacious",Neutral
20641339,"Very good location for exploring Austin but felt  the condo building was not maintained and very tired and run down both inside the unit and outside. Mold going up the outside of the building, for instance. The way it looks gives one the feeling of a lack of cleanliness. The owner mentions it is their private residence but there were not any signs of personal belongings.  There is no railing to hold on to going up and down the interior stairs. No hot water in the bathroom sink which is electronically activated by hand motion and a large Ã¢?ÂthunkingÃ¢?Â noise each time you put hand under it.  We were there in winter so the upstairs was really hot and the downstairs would be cold. The furnace is in a bedroom closet. Even though the  shower  was wonderful and updated as were the kitchen appliances, it was hardly an updated and well, maintained condo. We expected more for the $680 for 2 nights. We have stayed in numerous ARBNB and VRBOs all over the world and have had much better experiences.","stair, large",Neutral
21066752,"Owner gave great directions to get to the rental. We arrived late and she left the lights on for us. The apartment is right on the lake and has anything you might need for 2 people for a short stay. The bathroom is large and clean and the bedroom is also large and clean and comfortable with an extra fan for hot sleepers and an air purifier. Bedroom also faces the lake. There is a grille and a hot tub which we did not use nor did we access the lake. We attended a wedding at Hudson bend ranch which was 5 minutes away. The only negative thing I can even say about this place is that you do hear the water from upstairs - in the middle of the night even - IÃ¢?Âm assuming it is toilets flushing, water running, etc.  I would stay here again","stair, large, tub",Neutral
20786738,"First of all, this was the most well-stocked place I've ever stayed - books, games, snacks, drinks, toiletries, towels, sheets, blankets, space heaters, umbrellas, and more!  The sofa did not look like the one in the photos (as of Nov 2023), but it's actually larger.  They have an air mattress for downstairs if needed, but the couch worked just fine for sleeping as well (in addition to one guest in the loft bed).  The space is VERY private!  It's basically a tiny house and supply shed, and even though it's part of the main house's property, it's surrounded by it's own 6-foot fence that can be locked from the outside and the inside, so it felt very safe.  It was pretty clean except for some dust bunnies on the stairs.  Yard could also use some TLC.  Quick response when we needed some extra supplies.  We spent most of our in Downtown Austin, a quick Uber ride away (or long-ish walk).  Walkable to E. 6th St. bars & restaurants.  No TV but WiFi is good.  Would recommend.","stair, large",Neutral
20786738,"Beautiful, classically Austin-quirky space in a great neighborhood. Very comfortable for a two-night stay; the kitchen might be a little minimal (air fryer, but no stove or microwave) for a longer stretch. The loft bedroom is a bit cramped, but itÃ¢?Âs a cool little space, and the bed was quite comfortable.",ramp,Neutral
21111497,"Jim and Deb were wonderful hosts!<br/>They were very responsive to all my questions.<br/>The place was in a nice location. The outdoor patio area is lovely with a nice view.<br/>I was in unit #1, but both units and patio are actually on the second floor and accessible by the spiral staircase.<br/>The place is quiet with 1 bedroom and  the other bed, which was quite comfortable, is actually in the living room area.","stair, accessible",Negative
21153296,"The house is huge and very well designed.  The yard is gigantic and the patio is a wonderful place to sit outside and watch fireflies at dusk.   The big table on the patio was very handy and inviting. I stayed with my husband, elderly mother, sister, and brother-in-law.  We were able to mix it up together and retreat easily to private space.   The bedrooms have a lot of privacy and it is centrally located.  We loved our stay.","elderly, big",Neutral
21249347,"Ok stay - potential to be better though. Easy check-in process, spacious, and close proximity to the city for our ACL needs. Love that is is also dog friendly, but beware that the backyard fence is not fully enclosed. We weren't able to use the grill either since it was dirty/dusty and low on propane. No basic necessities provided so bring your own shampoo, conditioner, shower gel, toothpaste, etc. Wasn't the cleanest either....some bedsheets were stained and mold on the shower curtain. Two of my friends also stepped on leftover broken glass.","step, spacious",Neutral
22084054,"Colleen's place was great. It's very spacious and bigger than the pictures made it seem. Easy to find and get to and has a pretty good kitchen that you can cook almost anything in. She was super responsive and handled any issues promptly. She literally came and built a new bedframe for me because there was a problem with the bed, which was honestly really impressive. There is a laundry room right behind the building and it would have been perfect if there were a coin machine there however the nearest coin machine I found was actually at a laundromat about 5 mins away by car on Airport Blvd. The water for the shower heats up immediately and the air conditioner/heater works really good. The floorboards in the ceiling aren't insulated well so when the person upstairs walks around you can hear every footstep. Overall, it was a decent spot and she's a great host that works hard which is why I think she deserves a 5-star.","stair, step, spacious, big",Neutral
21383010,"The gathering space offered in this house is perfection-- light, bright, and super comfy, with the living room, kitchen, and dining table providing such an inviting space for cooking and sharing meals together. Glass doors open to the patio/pool area, with fireplace, cozy furniture and another large table. We enjoyed lounging in this area with a roaring fire to warm the space on a cold winter day. The property is beautiful, the bedrooms decorated beautifully with firm mattresses and lovely linens, and the kitchen was stocked with all the necessities we needed for making our meals. Overall, Stepping Rock provided gorgeous space for our get-together and just the respite we needed!","step, large",Neutral
21383011,"The place was the perfect size for a group of 16+. Surprisingly the house never felt tight or cramped. We utilized everyone of the amenities, such as the corn hole, basketball, pool table and spa. Everything was in great shape. I would highly recommend as it made our stay pretty amazing.",ramp,Neutral
21443689,"We were very pleased with our stay.  The studio was comfortably large enough for us, in an upstairs external building, very quiet, and very clean.  Parking in a very private space is a nice bonus.  While there is little to do in the very-close (i.e., a short walk) area (it is residential), access to a multitude of restaurants, shops, and other things uniquely Austin are a very short drive away.   We would readily stay again (and likely will!).","stair, large",Neutral
21696485,Fantastic stay! Family of 8 and one person in a wheelchair.  House worked perfectly for everyone. We had plenty of space. House was clean. Comfortable beds and pillows. Hot water! Stocked with everything we needed.  Top of the line appliances. Pool and hot tub were wonderful! Kurt was responsive and helpful. Property is private with walking trails. Definitely a 10 out of 10 stay!,"wheelchair, tub",Positive
21871311,"Colleen was super helpful! But the place could have been cleaned up a little better. The bathroom was kind of rough with hair in the bathtub and on the toilet, something orange was all in the bathtub. The bathroom sink take forever to drain. And someone was doing the polka dance upstairs from about 645 in the morning through lunch. Went outside and about 845pm thereÃ¢?Âs a fella just casually rummaging through the dumpster. For the price it was okay I guess but if IÃ¢?Âd known I surly would have spent more money and stayed elsewhere","stair, tub",Neutral
21976448,"My gf and I had a lovely stay. The Cottage A property wasn't available for our dates so we accepted Esther's offer to stay at her furnished condo on Lady Bird lake that was in the process of being listed on Airbnb. <br/>We loved our stay at the condo. It has a direct lake view and is super quiet. It's 30 steps to the lady bird trail, so was very convenient to hit the trail throughout the weekend. <br/>The apartment truly felt like home. There are so many beautiful and thoughtful personal touches. From the mood lighting, to the furniture to the zen-vibe bathroom to well-stocked the kitchen (which had our preferred teas & dark roast coffee). Esther truly thinks of everything to deliver a wonderful guest experience. Thank you again, Esther. I look forward to returning later this year.","step, lighting",Neutral
21983210,"My husband, me and a friend stayed at this airbnb for 2 nights. This airbnb does allow pets and I asked Taylor about my bringing cat. He allowed me to bring my elderly cat who really just loafs all day. Along with the location and allowing pets, this made the Airbnb perfect for us. It is close to east 6th and many bars and restaurants. We ended up walking, getting an Uber, or scootering to places. The neighborhood is quiet and safe and parking was easy. The Airbnb was perfect for our needs and I would highly recommend staying here.",elderly,Neutral
22471766,"An excellent stay. Very clean. Very comfortable queen bed. Eerily quiet condo building perched just at the edge of downtown in one direction and the U. of Texas in the other.<br/>One thing, this place is on the third floor, up 34 steps, and there is no elevator. We didn't care but some would and I think the ad should mention it.","elevator, step",Neutral
22588422,"We rented this airbnb for one day on Saturday to have a nice pool day. The house was clean and ready for our arrival and really appeared as pictured. The pool was a bit smaller than we expected, but was sufficient for our group of 8. Also the pool water was cool which was nice in the Texas heat. The king bedroom was nice and spacious but the other two rooms were a bit cramped with too many beds. The reason for the 3 stars is mostly for the house rules which we felt was excessive. We got constant reminders all over the house to not do this or do that with the threats of getting kicked out if we broke certain rules, which obviously killed the vibe. We shared this feedback with the host and we hope he respects our opinion.","ramp, spacious",Neutral
23038138,"We had a great stay at BrianÃ¢?Âs place! The apartment was spacious and very comfortable for me and my boyfriend. The bikes were a great amenity and we used them several times instead of ubering. The location was great and accessible to downtown. We would definitely stay here again when visiting Austin in the future!<br/>My only complaint is that the apartment doesnÃ¢?Ât get a ton of natural lighting, which was a bit challenging when I was working from home during the days. I imagine it keeps the apartment cooler during the hot summer months though.","accessible, spacious, lighting",Neutral
23090195,"Rachel is extremely responsive to any issues that arise. The check in and check out was super straightforward and keycode-based. The apartment is clean, spacious, and well outfitted (coffee machine, TV with connectors, dining table, two bathrooms with sinks and towels and toilets, plentiful sleeping space via 4 beds). Remember to use the sleeping pads in the upstairs walk in closet on the pull-out futon downstairs so you can avoid the spring mattress there; Rachel really thought of everything! The location is also basically perfect; it's far enough away from Lamar and West 6th that it's very quiet and easy to sleep at night, but close enough to those things that you can walk to Texas Chili Parlor, West 6th, Cloakroom, etc. in 15 minutes or less. In 30 minutes on foot you're across the Lamar pedestrian bridge to Barton Springs road and South Austin! Of course there's also two parking spaces and driving from here is easy because you're already on Lamar and right next to Mopac. Perfect!","stair, spacious",Neutral
23120071,"What a fantastic place! Steps away from nightlife/restaurants/cafes, with terrific amenities (multimedia system, roof deck, and more) and spacious and clean rooms. We wanted for nothing. Highly recommend!","step, spacious",Neutral
23412671,"I had a wonderful long term stay at Joyce's place. The home was clean, spacious and had all of the necessary things for an enjoyable Airbnb experience! Bathrooms, laundry room, kitchen... all were stocked just perfectly. WiFi was strong and it was great to watch television in either the living room or bedroom upstairs. The neighborhood was peaceful and I took many relaxing morning walks around the surrounding streets. It was nice to see and talk to lots of dog-walking folks. <br/>Whenever I had a question or concern with anything in the home, it was easy to send a message to Joyce and get a quick reply. She has excellent communication skills which are displayed in her clear and concise way of answering questions. Joyce is definitely a five star host!<br/>My Airbnb experience in Joyce's beautiful Austin home gets a five star rating in every category!","stair, spacious",Neutral
23412671,"My wife and I had a great long term stay at JoyceÃ¢?Âs house. The upstairs bedroom is spacious and we really enjoyed using the TV room, large kitchen and outdoor space. Old town neighborhood is a really nice, peaceful suburb and we made use of the well kept pool and tennis courts. Joyce is very quick to respond and was very accommodating with us during our stay. Five stars!","stair, large, spacious",Neutral
23238849,"We stayed here for 1 month. The hosts were great at communication and replied to messages very quickly. The place was beautiful and spacious with easy access to the designated parking spot and in a great location with good places to eat and close enough to downtown, coffee shops, bars and supermarkets. We knocked down 2 stars due to the following reasons:<br/>1. The bedroom ceiling light was faulty. It would flicker and turn off at random times (pretty annoying).<br/>2. There was no hot water during our stay. The shower will only run at lukewarm temperatures.<br/>3. Mattress in the room was pretty worn out, felt like we were sinking into it.<br/>4. Upstairs neighbours were very loud and kept waking us up around 4-5am. Ceiling floors are paper thin.<br/>5. Air conditioning unit is extremely loud.<br/>Besides the negatives, we did enjoy our stay and the location is fantastic. Would stay again purely because of the location!","stair, spacious",Neutral
23631978,Nancy and her husband Gerry were great hosts. Clear communication from the start. Very responsive to questions and requests. We arrived after dark and Gerry must have seen our car lights coming up the long driveway because he was waiting outside to make sure we could get in and had everything we needed. Above and beyond!<br/>The place was exactly as described and as pictured. Very quiet and peaceful. It was perfect for our family of five. Not too big to be a waste of space and not too small to feel cramped. Plenty of room to relax and sleep while still close enough to stay connected. Between the bunk beds and huge couches there were several options for the kids to spread out. <br/>We have family in the area so the location was perfect. This is definitely our go to Airbnb for future family get togethers. <br/>Tip: there are no A/C or heating controls but just message Nancy and she can remotely set the temperature to your preference. It was cold outside but we were comfortable the whole stay.,"ramp, big",Neutral
23683402,I immediately felt at ease when I stepped inside. the vaulted ceilings are amazing! It was more spacious than I thought it would be from the photos. so many awesome great spots within walking distance. I felt safe here as a solo female traveler in town for a professional training that I walked to each day. It was really humid and stormy during my trip but the central AC helped me feel comfortable at night. unfortunately some mosquitos got into the unit during my stay (likely when I opened the balcony to check out the thunderstorm) and I ended up with around 20 bites when I left bc I couldnÃ¢?Ât get rid of them no matter what I did. the host tried to help with some ideas and this was totally out of their control. I donÃ¢?Ât hold this against them and loved the unit. just mentioning this as I highly recommend bringing bug spray if you are someone mosquitos also love to love. I live in SoCal with less humidity so I wasnÃ¢?Ât thinking about bugs or anticipating this as an issue for me.,"step, spacious",Neutral
23542067,"Upon stepping into Sid and Marie's residence, an immediate sense of warmth and coziness envelops you. Their home is equipped with ample amenities, catering to the needs of guests seeking both short - and long-term stays. The room, generously spacious, offers a delightful sense of privacy.<br/>Sid and Marie extend genuine warmth and hospitality, readily sharing recommendations for local attractions and nearby places to explore. Collectively, the experience was incredibly tranquil and rejuvenating, making for a memorable stay.","step, spacious",Neutral
23564286,we had a great vacation. The apartment was comfortable except there were steps to get to second bedroom with no bathroom upstairs. My sister and I are 77 and 70 respectively and the steps at time were difficult. We never could get the pedestrian gate to work with the code and entered and left through the car gate with no problem. The apartment was pristine and very cute and colorful. We either walked or took ubers to congress street and good restaurants were close by.  Also a bit cumbersome to get laundry to laundry room again steps. There was a store nearby which we were able to get quarters for the laundry. Would have been more convenient to have washer and dryer in the apartment. Ryan was very responsive to our needs and when we ran out of towels the next day we had towels. It was a very enjoyable stay and our only problem were the steps. Ryan also allowed us to check in early since our plane arrived around 12 pm and check in was at 3 pm.,"stair, step",Negative
23596047,"Place was great, as advertised. We booked it because it was close to our venue - Chateau Bellevue, Home of Austin Woman's Club - where we attended my daughters wedding. Slight hiccup on the reservation but after contacting ABNB, all was straightened out. Alex accommodated an early check-in and a late check-out that really helped us tremendously. Had my elderly in-laws with me so a same level house with easy access was a plus. Although the price seemed a bit high, due to Formula1 weekend, it was worth the ease of access, check-in, proximity to venue and overall room inside the house and outside deck. Recommend!",elderly,Positive
24061411,"The place is 15-30 minutes from downtown Austin. Stephanie is a great host and communicates very well. The place is directly next to their family bar which gets pretty busy on the weekend but Stephanie ensures that there is a parking spot at the Air BnB. There are plenty of bathroom accessories should you forget any. ItÃ¢?Âs a very large space with a master bedroom, living room area and a kitchen. Something to note is that itÃ¢?Âs doesnÃ¢?Ât appear to be professionally cleaned as there is a quite a bit of dog hair throughout the place but that comes with animals being allowed. There is also quite a bit of dust/dirt in many areas. The photos are a bit dated as the furniture is a slightly different and multiple things have added. The entire structure is quite dated and has seen many years. It is a great spot to stay with a great location.","step, large",Neutral
24248077,Amazing home here with even better access to the lake without having to deal with boat ramp for every launch.,ramp,Neutral
26075986,My team and I stayed here for our annual planning retreat. It was an absolutely perfect location for meetings/presentations in the spacious living room right off of the kitchen for easy accessible snacking needs and collaborating/team building activities (we did yoga on the back porch.) We had plenty of space to spread out when we needed to have breakout conversations too. The space was bright and clean and the rooms were lovely and comfortable. Brendan and his team were extremely responsive if we had any questions or anything. Excellent hosts! Highly recommend!,"accessible, spacious",Neutral
